,Type,Word,Count
156,ADJ,40-year-old,2
157,ADJ,42-inch,2
158,ADJ,42d,1
159,ADJ,44-year-old,2
160,ADJ,45-degree,2
161,ADJ,45-passenger,1
162,ADJ,450-mile-long,1
163,ADJ,46th,1
164,ADJ,49th,1
165,ADJ,4th,5
166,ADJ,5-day,2
167,ADJ,5-foot,1
168,ADJ,5-game,1
169,ADJ,5-mile,1
170,ADJ,5-passenger,1
171,ADJ,5-run,1
172,ADJ,50-foot,1
173,ADJ,50-inch,1
174,ADJ,50-megaton,4
175,ADJ,50-year,1
176,ADJ,500-mile,2
177,ADJ,5000-word,1
178,ADJ,50th,1
179,ADJ,51st,1
180,ADJ,52-year-old,1
181,ADJ,520-acre,1
182,ADJ,52nd,1
183,ADJ,53-year-old,1
184,ADJ,56-yard,1
185,ADJ,58th,2
186,ADJ,5th,1
187,ADJ,6-foot,2
188,ADJ,6-foot-10,1
189,ADJ,6-foot-3-inch,1
190,ADJ,6-hr.,3
191,ADJ,6-inch,1
192,ADJ,6-ounce,1
193,ADJ,6-passenger,1
194,ADJ,60-inch,1
195,ADJ,60-month,1
196,ADJ,600-mile,1
197,ADJ,600-yard,1
198,ADJ,61st,1
199,ADJ,64-cent,1
200,ADJ,64-page,1
201,ADJ,645-acre,1
202,ADJ,65-year-old,1
203,ADJ,67-year-old,1
204,ADJ,689-page,1
205,ADJ,6th,6
206,ADJ,7-day,1
207,ADJ,7-passenger,2
208,ADJ,7-room,1
209,ADJ,70-mile-long,1
210,ADJ,70-year-old,1
211,ADJ,700-mile,1
212,ADJ,701st,1
213,ADJ,72nd,2
214,ADJ,"75,000-ton",1
215,ADJ,75-minute,1
216,ADJ,75th,1
217,ADJ,78th,1
218,ADJ,7th,10
219,ADJ,8-1/2-foot,1
220,ADJ,8-channel,1
221,ADJ,8-inch,2
222,ADJ,8-year-old,1
223,ADJ,80-hp,1
224,ADJ,80th,1
225,ADJ,83rd,1
226,ADJ,85-piece,1
227,ADJ,85-student,1
228,ADJ,87th,2
229,ADJ,8th,2
230,ADJ,90-degree,2
231,ADJ,900-calorie,1
232,ADJ,900-student,1
233,ADJ,9th,5
234,ADJ,A-1,2
235,ADJ,Abnormal,1
236,ADJ,Aboveground,1
237,ADJ,Absent-minded,1
238,ADJ,Abstract,4
239,ADJ,Acceptable,1
240,ADJ,Accidental,1
241,ADJ,Active,5
242,ADJ,Actual,3
243,ADJ,Additional,11
244,ADJ,Adequate,1
245,ADJ,Administrative,4
246,ADJ,Advance,1
247,ADJ,Advanced,1
248,ADJ,Adverbial,1
249,ADJ,Advisory,11
250,ADJ,Aegean,5
251,ADJ,Afraid,2
252,ADJ,African,16
253,ADJ,Afro-Asian,4
254,ADJ,Aggregate,1
255,ADJ,Agreeable,2
256,ADJ,Agricultural,3
257,ADJ,Airy,1
258,ADJ,Albanian,2
259,ADJ,Algerian,3
260,ADJ,All-Star,1
261,ADJ,All-weather,1
262,ADJ,Almighty,1
263,ADJ,Alone,1
264,ADJ,Amen,5
265,ADJ,American,421
266,ADJ,American-Jewish,1
267,ADJ,American-trained,1
268,ADJ,Analytical,5
269,ADJ,Ancient,6
270,ADJ,Andean,2
271,ADJ,Anglican,8
272,ADJ,Anglo-American,2
273,ADJ,Anglo-Jewish,1
274,ADJ,Anglo-Protestant,1
275,ADJ,Anglo-Saxon,15
276,ADJ,Angry,3
277,ADJ,Aniseikonic,1
278,ADJ,Annual,4
279,ADJ,Anti-A,1
280,ADJ,Anti-Communist,1
281,ADJ,Anti-recession,1
282,ADJ,Antisubmarine,1
283,ADJ,Antithyroid,2
284,ADJ,Apocalyptic,2
285,ADJ,Apollonian,1
286,ADJ,Apropos,1
287,ADJ,Arabian,2
288,ADJ,Arabic,3
289,ADJ,Arbitrary,1
290,ADJ,Arctic,2
291,ADJ,Ardent,1
292,ADJ,Argive,1
293,ADJ,Aristotelean-Thomistic,1
294,ADJ,Aristotelian,2
295,ADJ,Armenian,1
296,ADJ,Arterial,1
297,ADJ,Artistic,1
298,ADJ,Ashmolean,1
299,ADJ,Asian,9
300,ADJ,Asiatic,1
301,ADJ,Assistant,9
302,ADJ,Assyrian,1
303,ADJ,Athenian,2
304,ADJ,Athletic,4
305,ADJ,Atlantic,25
306,ADJ,Atomic,7
307,ADJ,Attic,1
308,ADJ,Augustan,1
309,ADJ,Australian,1
310,ADJ,Austrian,2
311,ADJ,Automatic,1
312,ADJ,Available,5
313,ADJ,Average,1
314,ADJ,Babylonian,2
315,ADJ,Back,2
316,ADJ,Bacterial,1
317,ADJ,Bad,2
318,ADJ,Bake,1
319,ADJ,Ballistic,2
320,ADJ,Baltic,1
321,ADJ,Bantu,1
322,ADJ,Bare,1
323,ADJ,Baroque,2
324,ADJ,Barre-Montpelier,1
325,ADJ,Barren,1
326,ADJ,Basic,7
327,ADJ,Bathyran,1
328,ADJ,Beat,1
329,ADJ,Beautiful,3
330,ADJ,Bedridden,1
331,ADJ,Belated,1
332,ADJ,Belgian,9
333,ADJ,Beloved,1
334,ADJ,Benedictine,1
335,ADJ,Bengali,1
336,ADJ,Best,5
337,ADJ,Better,4
338,ADJ,Bible-emancipated,1
339,ADJ,Bible-loving,1
340,ADJ,Biblical,12
341,ADJ,Big,37
342,ADJ,Biggest,2
343,ADJ,Binomial,1
344,ADJ,Bio-Dynamic,1
345,ADJ,Biological,5
346,ADJ,Bitter,1
347,ADJ,Bizarre,1
348,ADJ,Black,13
349,ADJ,Blasphemous,1
350,ADJ,Bleak,1
351,ADJ,Blind,1
352,ADJ,Blue,34
353,ADJ,Blunt,1
354,ADJ,Bodily,1
355,ADJ,Body-building,1
356,ADJ,Boeotian,1
357,ADJ,Bogartian,1
358,ADJ,Booby,1
359,ADJ,Botulinal,1
360,ADJ,Braddock-against-the-Indians,1
361,ADJ,Brahmsian,2
362,ADJ,Brave,2
363,ADJ,Brazilian,3
364,ADJ,Brevet,1
365,ADJ,Brief,1
366,ADJ,Bright,4
367,ADJ,British,84
368,ADJ,British-American,1
369,ADJ,Broad,1
370,ADJ,Brown,5
371,ADJ,Buddhist,3
372,ADJ,Budgetary,1
373,ADJ,Bully,1
374,ADJ,Burgundian,1
375,ADJ,Byzantine,4
376,ADJ,Calm,1
377,ADJ,Calvinist,1
378,ADJ,Canadian,4
379,ADJ,Capable,2
380,ADJ,Capitalist,1
381,ADJ,Cardiovasculatory,1
382,ADJ,Careful,2
383,ADJ,Careless,1
384,ADJ,Carolingian,1
385,ADJ,Cartesian,1
386,ADJ,Cassite,1
387,ADJ,Castro-held,1
388,ADJ,Catholic,72
389,ADJ,Caucasian,1
390,ADJ,Cautious,1
391,ADJ,Ceartaine,1
392,ADJ,Celtic,7
393,ADJ,Central,51
394,ADJ,Ceramic,1
395,ADJ,Cerebral,1
396,ADJ,Ceremonial,1
397,ADJ,Certain,9
398,ADJ,Changeable,1
399,ADJ,Channel-type,2
400,ADJ,Charming,1
401,ADJ,Cheap,1
402,ADJ,Cheerful,1
403,ADJ,Chemical,2
404,ADJ,Chicago-style,1
405,ADJ,Chief,11
406,ADJ,Chinese,32
407,ADJ,Chinese-Soviet,1
408,ADJ,Choctaw,1
409,ADJ,Choral,1
410,ADJ,Christ-like,1
411,ADJ,Christian,102
412,ADJ,Christmas-season,1
413,ADJ,Churchillian,1
414,ADJ,Ciceronian,1
415,ADJ,Circular,2
416,ADJ,Civic,4
417,ADJ,Civil,38
418,ADJ,Classical,4
419,ADJ,Clean,1
420,ADJ,Clearer,1
421,ADJ,Clever,2
422,ADJ,Clinico-pathologic,3
423,ADJ,Co-operative,1
424,ADJ,Cold,5
425,ADJ,Collegiate,1
426,ADJ,Colombian,1
427,ADJ,Colonial,6
428,ADJ,Commercial,1
429,ADJ,Commission-controlled,1
430,ADJ,Common,9
431,ADJ,Communist,20
432,ADJ,Communist-inspired,1
433,ADJ,Communist-led,1
434,ADJ,Communist-type,1
435,ADJ,Communistic,1
436,ADJ,Comparable,2
437,ADJ,Competent,1
438,ADJ,Competitive,1
439,ADJ,Complete,2
440,ADJ,Composite,1
441,ADJ,Comprehensive,1
442,ADJ,Confederate,9
443,ADJ,Confucian,2
444,ADJ,Congolese,5
445,ADJ,Congregational,5
446,ADJ,Congregational-Baptist,2
447,ADJ,Congressional,7
448,ADJ,Conservative,1
449,ADJ,Considerable,2
450,ADJ,Consitutional,1
451,ADJ,Consonantal,1
452,ADJ,Constant,1
453,ADJ,Constitutional,1
454,ADJ,Content,1
455,ADJ,Continental,14
456,ADJ,Continuous,3
457,ADJ,Contrary,5
458,ADJ,Conventional,2
459,ADJ,Cool,2
460,ADJ,Coolest,1
461,ADJ,Cooperative,2
462,ADJ,Copernican,7
463,ADJ,Corinthian,5
464,ADJ,Crazy,2
465,ADJ,Creative,1
466,ADJ,Crimean,1
467,ADJ,Criminal,4
468,ADJ,Critical,3
469,ADJ,Crooked,1
470,ADJ,Crystallographic,3
471,ADJ,Cuban,11
472,ADJ,Cubist,5
473,ADJ,Cultural,5
474,ADJ,Cumulative,1
475,ADJ,Curious,1
476,ADJ,Curly,1
477,ADJ,Current,2
478,ADJ,Custom,2
479,ADJ,Customary,1
480,ADJ,Cynical,1
481,ADJ,D.O.A.,1
482,ADJ,Daily,22
483,ADJ,Dallas-based,1
484,ADJ,Dallas-headquartered,1
485,ADJ,Damp,1
486,ADJ,Dangerous,1
487,ADJ,Danish,6
488,ADJ,Dark,9
489,ADJ,Darkling,1
490,ADJ,Dauntless,1
491,ADJ,Dead,2
492,ADJ,Deadly,1
493,ADJ,Deaf,1
494,ADJ,Dear,6
495,ADJ,Death's-Head,2
496,ADJ,Declarative,1
497,ADJ,Deep,1
498,ADJ,Deluxe,1
499,ADJ,Democratic,50
500,ADJ,Democratic-endorsed,2
501,ADJ,Denver-area,1
502,ADJ,Dependent,1
503,ADJ,Deputy,2
504,ADJ,Descriptive,1
505,ADJ,Devout,1
506,ADJ,Diametric,1
507,ADJ,Dietary,1
508,ADJ,Dietetic,1
509,ADJ,Different,4
510,ADJ,Dingy-looking,1
511,ADJ,Diocesan,1
512,ADJ,Dionysian,2
513,ADJ,Diplomatic,1
514,ADJ,Direct,6
515,ADJ,Dirty,1
516,ADJ,Disciplinary,1
517,ADJ,Discreet,1
518,ADJ,Distributive,1
519,ADJ,Divergent,1
520,ADJ,Divine,3
521,ADJ,Domestic,2
522,ADJ,Dominant,3
523,ADJ,Dominican,4
524,ADJ,Doric,3
525,ADJ,Double,1
526,ADJ,Dramatic,1
527,ADJ,Drunk,3
528,ADJ,Drunken,1
529,ADJ,Dry,2
530,ADJ,Due,2
531,ADJ,Duplicate,1
532,ADJ,Dutch,9
533,ADJ,E.,1
534,ADJ,Eager,1
535,ADJ,Early,14
536,ADJ,Easier,1
537,ADJ,East,86
538,ADJ,East-West,2
539,ADJ,Eastern,16
540,ADJ,Easy,1
541,ADJ,Ecclesiastical,1
542,ADJ,Economic,19
543,ADJ,Ecumenical,1
544,ADJ,Editorial,1
545,ADJ,Educational,5
546,ADJ,Effective,1
547,ADJ,Egyptian,5
548,ADJ,Eighteenth,1
549,ADJ,Eighth,4
550,ADJ,Eighty-seventh,2
551,ADJ,Einsteinian,1
552,ADJ,Elaborate,1
553,ADJ,Elder,1
554,ADJ,Eldest,1
555,ADJ,Electoral,1
556,ADJ,Electric,7
557,ADJ,Electrical,5
558,ADJ,Electron-microscopical,1
559,ADJ,Electronic,3
560,ADJ,Elegant,1
561,ADJ,Elemental,1
562,ADJ,Elementary,3
563,ADJ,Elizabethan,4
564,ADJ,Emeritus,1
565,ADJ,Emotional,1
566,ADJ,English,87
567,ADJ,English-Dutch,1
568,ADJ,English-dialogue,1
569,ADJ,English-speaking,2
570,ADJ,Englishy,1
571,ADJ,Enough,3
572,ADJ,Environmental,1
573,ADJ,Enzymatic,1
574,ADJ,Epidemiological,1
575,ADJ,Episcopal,5
576,ADJ,Equal,2
577,ADJ,Eternal,2
578,ADJ,Eurasian,1
579,ADJ,European,44
580,ADJ,Europeanish,1
581,ADJ,Evangelical,1
582,ADJ,Evergreen,1
583,ADJ,Evil,1
584,ADJ,Excellent,1
585,ADJ,Exceptional,1
586,ADJ,Exclusive,1
587,ADJ,Executive,4
588,ADJ,Experimental,3
589,ADJ,Explicit,1
590,ADJ,Exploratory,1
591,ADJ,Export-Import,11
592,ADJ,Extensive,2
593,ADJ,External,5
594,ADJ,Extraordinary,1
595,ADJ,Extreme,2
596,ADJ,Facetious,1
597,ADJ,Facilitatory,1
598,ADJ,Faint,1
599,ADJ,Fair,6
600,ADJ,Fair-priced,1
601,ADJ,Famed,1
602,ADJ,Fantastic,1
603,ADJ,Far,5
604,ADJ,Fascist,2
605,ADJ,Fat,2
606,ADJ,Faulknerian,1
607,ADJ,Faustian,1
608,ADJ,Fearful,1
609,ADJ,Fearless,2
610,ADJ,Federal,103
611,ADJ,Few,13
612,ADJ,Fierce,1
613,ADJ,Fifteenth,1
614,ADJ,Fifth,13
615,ADJ,Fifty-ninth,1
616,ADJ,Filigreed,1
617,ADJ,Final,4
618,ADJ,Financial,4
619,ADJ,Fine,7
620,ADJ,First,68
621,ADJ,Fiscal,2
622,ADJ,Fit,1
623,ADJ,Flat,1
624,ADJ,Flemish,5
625,ADJ,Flexural,1
626,ADJ,Florentine,3
627,ADJ,Foggy,2
628,ADJ,Foreign,16
629,ADJ,Forensic,3
630,ADJ,Former,2
631,ADJ,Formosan,1
632,ADJ,Fortunate,1
633,ADJ,Forty-second,1
634,ADJ,Forty-third,1
635,ADJ,Fourteenth,1
636,ADJ,Fourth,10
637,ADJ,Frail,1
638,ADJ,Franciscan,1
639,ADJ,Franco-German,1
640,ADJ,Free,15
641,ADJ,French,91
642,ADJ,French-Canadian,2
643,ADJ,French-born,1
644,ADJ,French-polished,1
645,ADJ,Fresh,6
646,ADJ,Freudian,2
647,ADJ,Front,1
648,ADJ,Full,4
649,ADJ,Fundamental,3
650,ADJ,Funny,2
651,ADJ,Furious,2
652,ADJ,Furiouser,1
653,ADJ,Further,6
654,ADJ,Future,7
655,ADJ,Fuzzy,1
656,ADJ,Gala,1
657,ADJ,Gallant,1
658,ADJ,Gaunt,1
659,ADJ,Gaussian,1
660,ADJ,Geatish,1
661,ADJ,Gen.,4
662,ADJ,General,67
663,ADJ,Gentile-Jewish,4
664,ADJ,Geodetic,1
665,ADJ,Geographic,2
666,ADJ,Geological,6
667,ADJ,Geometric,11
668,ADJ,Georgian,2
669,ADJ,German,42
670,ADJ,German-language,1
671,ADJ,Germanic,8
672,ADJ,Germano-Slavic,1
673,ADJ,Glad,2
674,ADJ,Gloomy,1
675,ADJ,Glorious,1
676,ADJ,God-curst,1
677,ADJ,God-given,2
678,ADJ,Goddamn,1
679,ADJ,Gold,3
680,ADJ,Golden,16
681,ADJ,Good,32
682,ADJ,Gorgeous,1
683,ADJ,Gothic,3
684,ADJ,Government-owned,1
685,ADJ,Graceful,1
686,ADJ,Gradual,1
687,ADJ,Graduate,1
688,ADJ,Grand,11
689,ADJ,Gray,9
690,ADJ,Gre't,1
691,ADJ,Greasy,1
692,ADJ,Great,43
693,ADJ,Greater,7
694,ADJ,Greatest,1
695,ADJ,Grecian,2
696,ADJ,Greek,37
697,ADJ,Greek-speaking,1
698,ADJ,Green,5
699,ADJ,Gross,8
700,ADJ,Guatemalan,1
701,ADJ,Guttman-type,1
702,ADJ,Haitian,1
703,ADJ,Hamilton-oriented,1
704,ADJ,Hamiltonian,1
705,ADJ,Handmade,1
706,ADJ,Handsome,2
707,ADJ,Hanoverian,7
708,ADJ,Happy,4
709,ADJ,Hard,1
710,ADJ,Hard-Hearted,1
711,ADJ,Hard-surface,1
712,ADJ,Harmful,1
713,ADJ,Hatless,1
714,ADJ,Hawaiian,5
715,ADJ,Healthier,1
716,ADJ,Heavenly,3
717,ADJ,Heavy,3
718,ADJ,Heavy-coated,1
719,ADJ,Hebrew,2
720,ADJ,Hegelian,3
721,ADJ,Hellenic,6
722,ADJ,Helpless,1
723,ADJ,Herculean,1
724,ADJ,Heretic,1
725,ADJ,Hessian,2
726,ADJ,High,28
727,ADJ,Higher,7
728,ADJ,Highest,1
729,ADJ,Holy,28
730,ADJ,Home-keeping,1
731,ADJ,Home-made,1
732,ADJ,Homemade,1
733,ADJ,Homeric,11
734,ADJ,Hon'ble,2
735,ADJ,Hon.,3
736,ADJ,Honest,1
737,ADJ,Honorable,3
738,ADJ,Hopkinsian,2
739,ADJ,Hot,10
740,ADJ,Huge,2
741,ADJ,Human,3
742,ADJ,Hungarian,5
743,ADJ,Hungarian-born,1
744,ADJ,Hunkerish,1
745,ADJ,Husky,1
746,ADJ,Hydraulic,1
747,ADJ,Hydro-Electric,1
748,ADJ,Hypothalamic,1
749,ADJ,Icelandic-speaking,1
750,ADJ,Ideal,1
751,ADJ,Idle,1
752,ADJ,Imaginary,1
753,ADJ,Immortal,1
754,ADJ,Imperial,6
755,ADJ,Impersonal,1
756,ADJ,Important,3
757,ADJ,Impossible,1
758,ADJ,Impressive,1
759,ADJ,Improper,1
760,ADJ,Incapable,1
761,ADJ,Incumbent,2
762,ADJ,Independent,1
763,ADJ,Indeterminate,1
764,ADJ,Indian,35
765,ADJ,Indigo,1
766,ADJ,Indirect,1
767,ADJ,Individual,5
768,ADJ,Indonesian,1
769,ADJ,Industrial,20
770,ADJ,Infamous,1
771,ADJ,Infinite,1
772,ADJ,Influential,1
773,ADJ,Initial,1
774,ADJ,Inner,1
775,ADJ,Inorganic,1
776,ADJ,Input/Output,2
777,ADJ,Instant,1
778,ADJ,Intangible,1
779,ADJ,Intelligent,1
780,ADJ,Intense,1
781,ADJ,Inter-American,4
782,ADJ,Inter-american,2
783,ADJ,Intercollegiate,1
784,ADJ,Interfaith,2
785,ADJ,Intergroup,1
786,ADJ,Internal,13
787,ADJ,International,29
788,ADJ,Interpersonal,1
789,ADJ,Interstate,7
790,ADJ,Invisible,1
791,ADJ,Ionic,3
792,ADJ,Irish,18
793,ADJ,Iron,1
794,ADJ,Ironic,1
795,ADJ,Islamic,1
796,ADJ,Israeli,4
797,ADJ,Istiqlal-sponsored,1
798,ADJ,Italian,37
799,ADJ,Italo-American,1
800,ADJ,Ithacan,1
801,ADJ,Jacksonian,2
802,ADJ,Jacobean,1
803,ADJ,Jacobite,1
804,ADJ,Jansenist,1
805,ADJ,Janus-faced,1
806,ADJ,Japanese,33
807,ADJ,Jeffersonian,1
808,ADJ,Jewish,59
809,ADJ,Jewish-Gentile,1
810,ADJ,Jiffy,1
811,ADJ,Joint,7
812,ADJ,Jolly,1
813,ADJ,Jovian,1
814,ADJ,Judeo-Christian,1
815,ADJ,Jungian,1
816,ADJ,Junior,34
817,ADJ,Just,1
818,ADJ,Jutish,1
819,ADJ,Juvenile,3
820,ADJ,Katangan,1
821,ADJ,Kind,2
822,ADJ,Know-Nothing,1
823,ADJ,Kohnstamm-negative,8
824,ADJ,Kohnstamm-positive,12
825,ADJ,Korean,8
826,ADJ,Land-based,1
827,ADJ,Laodicean,1
828,ADJ,Laotian,4
829,ADJ,Large,5
830,ADJ,Lascivious,1
831,ADJ,Last,30
832,ADJ,Late,3
833,ADJ,Later,1
834,ADJ,Lateral,1
835,ADJ,Latest,1
836,ADJ,Latin,33
837,ADJ,Latter,1
838,ADJ,Laurentian,1
839,ADJ,Lay,2
840,ADJ,Legal,1
841,ADJ,Legislative,1
842,ADJ,Less,5
843,ADJ,Li'l,1
844,ADJ,Liberal,2
845,ADJ,Light,3
846,ADJ,Lightweight,1
847,ADJ,Liliputian,1
848,ADJ,Linguistic,1
849,ADJ,Literal,1
850,ADJ,Literary,1
851,ADJ,Lithe,1
852,ADJ,Little,36
853,ADJ,Lobar,1
854,ADJ,Local,10
855,ADJ,London-bred,1
856,ADJ,Long,18
857,ADJ,Long-lived,1
858,ADJ,Loud,1
859,ADJ,Lousie,1
860,ADJ,Lousy,1
861,ADJ,Lovely,1
862,ADJ,Low,3
863,ADJ,Low-flying,1
864,ADJ,Lower,2
865,ADJ,Lucky,1
866,ADJ,Lutheran,2
867,ADJ,Macropathological,1
868,ADJ,Mad,4
869,ADJ,Madding,1
870,ADJ,Magnetic,1
871,ADJ,Magnificent,1
872,ADJ,Main,9
873,ADJ,Majestic,1
874,ADJ,Major,2
875,ADJ,Maltese,2
876,ADJ,Manual,2
877,ADJ,Many,81
878,ADJ,Maritime,3
879,ADJ,Martian,5
880,ADJ,Marvelous,2
881,ADJ,Masonic,2
882,ADJ,Mathematical,1
883,ADJ,Mauve-colored,1
884,ADJ,Maximum,1
885,ADJ,Mayoral,1
886,ADJ,Meager,1
887,ADJ,Meaningful,1
888,ADJ,Med-Chemical,1
889,ADJ,Medical,33
890,ADJ,Medieval,1
891,ADJ,Meinckian,1
892,ADJ,Mellow,1
893,ADJ,Melodious,1
894,ADJ,Memorial,13
895,ADJ,Mental,2
896,ADJ,Merry,2
897,ADJ,Methodist,8
898,ADJ,Metropolitan,10
899,ADJ,Mexican,16
900,ADJ,Microscopic,3
901,ADJ,Middle,19
902,ADJ,Middle-Eastern,1
903,ADJ,Middle-South,2
904,ADJ,Midwestern,2
905,ADJ,Mighty,2
906,ADJ,Migrant,1
907,ADJ,Military,16
908,ADJ,Miltonic,1
909,ADJ,Minoan-Mycenaean,1
910,ADJ,Minor,5
911,ADJ,Miscellaneous,1
912,ADJ,Missionary,1
913,ADJ,Mobile,1
914,ADJ,Moderate,1
915,ADJ,Modern,14
916,ADJ,Modular,1
917,ADJ,Molten,1
918,ADJ,Money-saving,1
919,ADJ,Mono-unsaturated,1
920,ADJ,Montenegrin,1
921,ADJ,Moorish,2
922,ADJ,Moral,1
923,ADJ,Moravian,1
924,ADJ,More,40
925,ADJ,Moroccan,2
926,ADJ,Morphophonemic,1
927,ADJ,Moslem,2
928,ADJ,Most,72
929,ADJ,Movable,1
930,ADJ,Much,26
931,ADJ,Multiphastic,1
932,ADJ,Multiple,2
933,ADJ,Muncipal,1
934,ADJ,Municipal,1
935,ADJ,Muscular,1
936,ADJ,Musical,5
937,ADJ,Muslim,1
938,ADJ,Mutual,3
939,ADJ,Mythological,1
940,ADJ,N.,1
941,ADJ,Naive,1
942,ADJ,Naked,1
943,ADJ,Nameless,1
944,ADJ,Napoleonic,1
945,ADJ,Narrative,1
946,ADJ,Narrow,2
947,ADJ,National,132
948,ADJ,Nationalist,1
949,ADJ,Native,1
950,ADJ,Natural,3
951,ADJ,Naval,8
952,ADJ,Nazarene,1
953,ADJ,Near,1
954,ADJ,Nearby,1
955,ADJ,Necessary,1
956,ADJ,Needless,4
957,ADJ,Needy,1
958,ADJ,Negro-appeal,6
959,ADJ,Negroid,1
960,ADJ,Net,1
961,ADJ,Neutral,6
962,ADJ,New,457
963,ADJ,Newest,3
964,ADJ,Newport-based,1
965,ADJ,Newtonian,1
966,ADJ,Next,10
967,ADJ,Nice,6
968,ADJ,Nineteenth,4
969,ADJ,Ninth,4
970,ADJ,Nonmagical,1
971,ADJ,Nonresident,2
972,ADJ,Nonresidential,2
973,ADJ,Nonspecific,1
974,ADJ,Normal,1
975,ADJ,North,73
976,ADJ,Northeast,3
977,ADJ,Northeastern,1
978,ADJ,Northern,17
979,ADJ,Northwest,3
980,ADJ,Northwestern,4
981,ADJ,Norwegian,2
982,ADJ,Nostalgic,1
983,ADJ,Notable,1
984,ADJ,Nuclear,3
985,ADJ,Nude,1
986,ADJ,Nuf,1
987,ADJ,Numerous,1
988,ADJ,Nutritious,1
989,ADJ,OK,1
990,ADJ,Occasional,4
991,ADJ,Occidental,1
992,ADJ,Occupational,1
993,ADJ,Oedipal,1
